,ADA,BCH,BTC,DOGE,ETH,LINK,LTC,XLM,XRP,Total,Invested
2020-12-11,21.117880000000003,491.25980000000004,1631.507842146139,12.517933996186645,454.06246600000003,88.15540000000001,1914.9354,11.430639999999999,623.39436,5248.381722142326,2456.6925608262404
2020-12-12,21.896815999999998,507.482215,1701.7905180398266,12.879801425741197,473.6232776,92.72786,2032.99957,12.040216,575.519292,5430.959566065567,2447.7906174543405
2020-12-13,23.161229999999996,518.4034875,1720.0443715127612,13.165806757604404,488.4592184999999,97.2441,2163.1175999999996,13.233914999999998,579.173535,5616.0032642703645,2434.206506362291
2020-12-14,23.861288,520.237685,1728.2546919034082,13.025027332004251,484.52764469999994,96.54204999999999,2165.6973799999996,12.787125999999999,560.54493,5605.477822935412,2452.485152454929
2020-12-15,22.93158,537.319125,1728.5403329430756,12.852360502897445,482.7962370000001,94.52940000000001,2122.103025,12.397665,523.3335450000001,5536.803270445973,2456.6366364943715
2020-12-16,24.932592,578.8744200000001,1888.960627445427,13.622056301360454,519.9735816,100.04184000000001,2413.908,14.364792000000001,634.2311520000002,6188.909061346787,2456.5902977774513
2020-12-17,24.121108,573.42989,2008.7624368096551,14.763606645239676,522.3991321999999,99.20064,2612.80019,13.743422,639.6448409999999,6508.865266654895,2457.7412042545784
2020-12-18,24.4728,580.98798,2045.6505673279194,15.41149552877732,533.4988824000001,100.116,2838.2886000000003,13.734432,649.285632,6801.446389256696,2456.5902977774513
2020-12-19,24.411694,590.7726524999999,2112.6872450080573,15.686038570809844,537.8826299000001,100.06863000000001,3117.319835,13.476206000000001,642.749651,7155.054581978867,2447.874121823894
2020-12-20,24.22872,652.885485,2094.6160986620907,18.638763446724152,524.9870076000001,97.66268,3000.21099,13.213626,623.7624140000001,7050.2057847088145,2447.41816781783
2020-12-21,22.7672,583.633,2020.1762732138334,19.129486382015607,498.018345,91.635,2724.3160000000003,12.307400000000003,574.7377,6546.720404595849,2452.1347644573825
2020-12-22,23.403010000000002,604.3098325000001,2125.170637380528,18.14605426626348,523.8722665,95.55606,2992.74402,12.11274,501.6020219999999,6896.916642646792,2456.50877651935
2020-12-23,20.246002,511.1075725,2059.4383680093338,14.947416546203547,478.6137048,81.47419000000001,2663.39647,9.447144000000002,290.314003,6128.984870855538,2449.0471561426816
2020-12-24,22.622579999999996,548.8748025,2093.9638061770543,18.16865586612325,498.0708458,85.53701,2879.6843949999998,11.703119,378.59553,6537.220744343177,2448.7775987686355
2020-12-25,23.255456,588.54306,2175.9636171333386,18.060423238732845,508.6009544,85.2159,3295.5312599999997,11.244072000000001,351.80517399999997,7058.219916772071,2433.5092763721987
2020-12-26,23.373504000000004,596.751085,2332.360334611856,17.89389463806835,516.7979124,81.01044,3346.9190300000005,10.830904000000002,326.04857599999997,7251.985680649925,2424.2160837919464
2020-12-27,22.78731,622.26885,2310.2985809709503,17.99693701766539,554.7340095000001,89.48475,3294.88005,10.69398,313.653255,7236.797722488616,2439.3100907555786
2020-12-28,26.180550000000004,670.1990625000001,2399.481812693996,18.35902370805031,596.5133625000001,93.62925,3375.2565000000004,10.736550000000001,276.55897500000003,7466.915086402047,2453.0638542399292
2020-12-29,28.26174,653.2285499999999,2421.9117503223006,17.923718410230364,596.506482,87.2898,3339.3905999999997,10.240619999999998,245.87861999999998,7400.6318807325315,2453.5917073662426
2020-12-30,27.011232000000003,658.72008,2530.9363231474904,18.253464128136006,607.5199152,82.54656000000001,3340.2348,9.672048000000002,232.77542400000002,7507.669846475626,2453.4766399183777
2020-12-31,26.585831999999996,626.75769,2531.0551463794054,18.404889526896916,593.6148503999999,82.41168,3187.4770199999994,9.355632,241.31078399999998,7316.9735243063005,2466.937779725376
2021-01-01,25.690672000000003,626.5677599999999,2568.436295570327,22.39280765924609,588.2899792000001,86.9316,3240.56796,9.690856,261.036888,7429.604818429573,2461.8538896705127
2021-01-02,26.031676000000004,649.9848300000001,2817.774693138264,41.519085739405575,625.1483513,89.65814,3516.03714,9.354675,243.089484,8018.59807517767,2443.7063755136137
2021-01-03,30.226625999999996,776.3997075,2888.2067433683374,38.702434779702436,788.0694437,100.31544,4135.2253599999995,10.002211999999998,247.31275800000003,9014.460725348039,2453.4194743899425
2021-01-04,33.231750000000005,747.825,2816.4139270473147,38.686302986550515,845.7200125,100.22625000000001,4010.7462500000006,12.087625000000001,260.839,8865.776117533866,2452.917816816595
2021-01-05,38.075466,769.23627,2981.2045442966228,39.42891738544309,890.0747294999999,106.85267999999999,4078.7993400000005,14.20287,248.93289299999998,9166.807710182065,2457.676659398711
2021-01-06,49.105602000000005,835.65027,3233.6219203125265,41.275754584056735,978.8017239000001,127.00233,4357.108665,25.112997,274.857219,9922.536481796584,2458.0478341192056
2021-01-07,44.266470000000005,828.6467250000002,3480.5249428028337,38.72365525129249,996.2972910000001,118.02420000000002,4384.754325,23.101980000000005,359.079015,10273.418604054128,2461.5878196009844
2021-01-08,44.928576,807.7053599999999,3580.8782328250595,38.692055896327695,989.1686112,112.65408,4454.123519999999,21.95424,355.45910399999997,10405.563779921387,2453.101782912861
2021-01-09,48.935412,1062.524565,3541.271314446039,40.489188599351294,1038.4868571,129.88755,4589.58213,22.972704,360.221472,10834.371193145389,2457.0983437821133
2021-01-10,44.71848,1113.2343,3378.2726263575805,39.136510497179536,1024.1132616,120.21336000000002,4417.97076,21.143016000000003,350.502408,10509.30472245476,2447.2492410987925
2021-01-11,40.996590000000005,886.2520000000001,3142.7424573456965,35.2931234077266,889.4036965000001,108.84840000000001,3617.387725,20.13398,320.52285,9061.580822253422,2457.3821128766444
2021-01-12,42.312294,827.7003825,2976.347602081052,31.802043868143357,845.5728963,102.30231,3419.877615,20.533692,321.296625,8587.745460749195,2462.910436605988
2021-01-13,45.82065600000001,909.97578,3271.955159622854,34.196340428926156,912.1472359999999,116.93584000000001,3786.9532400000007,22.294104,336.29691199999996,9436.575268051782,2466.474034748361
2021-01-14,45.6768,964.9406999999999,3421.9887024387513,36.942289981511536,992.0627639999998,131.61360000000002,3908.5872000000004,22.22352,325.54967999999997,9849.585256420263,2466.5115290230983
2021-01-15,44.548364,906.4610799999999,3236.7063192950363,37.080368414627785,949.4106313999999,153.01971999999998,3715.6714699999998,20.95352,310.07520600000004,9373.926679109665,2456.7422578228266
2021-01-16,51.735264,903.0436800000002,3169.8000077934903,36.614469244719565,996.5123520000001,148.33136,3707.4357600000003,21.456784000000003,309.010144,9343.93982103821,2462.5410892597824
2021-01-17,56.09945600000001,883.091325,3150.4260466321275,36.01855377644308,998.8723228,171.48048000000003,3681.5268,22.377908,306.506626,9306.39951820857,2453.5584101577133
2021-01-18,54.700032,937.44906,3220.7240279815082,36.341141273122,1019.7216216,162.31704000000002,3918.4866,22.465032,315.21040800000003,9687.41496285463,2466.3280044151734
2021-01-19,53.97105600000001,932.992295,3148.799909252119,35.71426112399998,1106.6374066,151.09544,3908.1247099999996,21.907369,324.296672,9683.539118976118,2453.33423638525
2021-01-20,54.988956,910.420335,3101.7556122925903,35.62610913432412,1109.5322237999999,160.0731,3838.7141100000003,21.50181,324.51249600000006,9557.124752226915,2466.726134411398
2021-01-21,44.867188,762.2431050000001,2683.1621195382804,31.942857150195263,892.7943816000001,134.13526,3308.4997400000007,18.309718000000004,292.89720000000005,8168.851569288476,2458.458552840654
2021-01-22,51.070602,806.005995,2881.59101129174,33.478528299256965,993.7340292,157.81064999999998,3533.6770349999997,19.742808,299.305656,8776.416314790997,2462.910436605988
2021-01-23,50.666616,789.7794300000002,2805.211054861803,33.7717719255423,993.9638412000002,181.6848,3529.2272399999997,19.758222,298.468566,8702.531541987344,2457.4984400710723
2021-01-24,51.68828399999999,803.296485,2815.5247687007623,34.24632867382608,1118.8414655,181.28926999999996,3610.2452749999998,19.825543,299.803748,8934.761167874587,2456.745441980357
2021-01-25,50.250426,791.6895299999999,2820.5596798932847,32.864604423074525,1062.0188073,170.91881999999998,3513.9415499999996,19.120352999999998,293.94521999999995,8755.308990616359,2453.6865210102733
2021-01-26,50.066872,779.44188,2826.1361877041645,32.31793074554752,1095.3590296,168.4452,3436.7925199999995,19.075872,293.46653999999995,8701.102032049712,2470.6629122332483
2021-01-27,45.676152,692.5862900000001,2657.710622664314,29.21307056019358,1001.4144293999999,153.72064000000003,3143.1690500000004,17.454919999999998,275.87574400000005,8016.820918624508,2458.3729322951444
2021-01-28,50.217954000000006,738.2374900000001,2904.5370991770415,143.13244899663803,1066.8046169,167.90397000000002,3402.6275849999997,21.351022,289.172813,8783.98499907368,2449.379087453792
2021-01-29,50.83925,744.3926875000001,2989.825397598349,180.47727069327345,1109.6847685,166.41625000000002,3448.9127750000002,21.476840000000003,310.30961500000006,9022.334854291623,2457.417326416835
